compound,type,mp_id,Nv,magnetic_moment,lattice_constant
Co2FeSb,full,mp-1224950,31,4.895,
Co2FeAs,full,mp-675526,31,6.08,
Co2FeAs,full,mp-1224972,31,6.08,
Co2FeP ,full,mp-1095664,31,4.68,
Co2CrAl,full,mp-10883,27,3.0,
Co2CrSi,full,mp-1095673,28,4.06,
Co2CrSi,full,mp-1008224,28,4.06,
Co2CrSi,full,mp-1226249,28,4.06,
Co2CrGe,full,mp-1183740,28,4.0,
Co2CrGe,full,mp-10394,28,4.0,
Co2CrGa,full,mp-567981,27,3.01,
Co2CrIn,full,mp-16735,27,3.2,
Co2CrSb,full,mp-1018082,29,5.023,
Co2CrAs,full,mp-1206397,29,4.891,
Co2CrAs,full,mp-1008277,29,4.891,
Co2CrP,full,mp-1102834,29,1.2939,
Co2CrP,full,mp-1226398,29,1.2939,
Co2TiAl,full,mp-5407,25,1.0,
Co2TiAl,full,mp-1064228,25,1.0,
Co2TiAl,full,mp-1217016,25,1.0,
Co2TiSi,full,mp-21306,26,2.0,
Co2TiSi,full,mp-3657,26,2.0,
Co2TiSi,full,mp-15657,26,2.0,
Co2TiGe,full,mp-1217400,26,1.97,
Co2TiGe,full,mp-22769,26,1.97,
Co2TiGe,full,mp-999067,26,1.97,
Co2TiGa,full,mp-20145,25,1.0,
Co2TiGa,full,mp-999054,25,1.0,
Co2TiGa,full,mp-1025229,25,1.0,
Co2TiSn,full,mp-20453,26,1.97,
Co2TiSn,full,mp-1216996,26,1.97,
Co2TiSn,full,mp-1216949,26,1.97,
Co2TiIn,full,mp-999046,25,1.03,
Co2TiIn,full,mp-1018043,25,1.03,
Co2TiIn,full,mp-865548,25,1.03,
Co2TiSb,full,mp-5967,27,1.67,
Co2TiSb,full,mp-1208246,27,1.67,
Co2TiSb,full,mp-1208267,27,1.67,
Co2TiAs,full,mp-961700,27,0.9743,
Co2TiP,full,mp-1102138,27,0.9248,
Co2TiP,full,mp-867373,27,0.9248,
Co2TiB,full,mp-504617,25,1.0,
Co2TiB,full,mp-1193707,25,1.0,
Co2TiB,full,mp-1208329,25,1.0,
Co2VAl,full,mp-4955,26,2.0,
Co2VAl,full,mp-1228974,26,2.0,
Co2VSi,full,mp-20586,27,3.0,
Co2VSi,full,mp-21371,27,3.0,
Co2VSi,full,mp-1216425,27,3.0,
Co2VGe,full,mp-865465,27,2.998,
Co2VGe,full,mp-1103555,27,2.998,
Co2VGa,full,mp-22790,26,2.01,
Co2VSn,full,mp-21469,27,3.0,
Co2VSn,full,mp-1018119,27,3.0,
Co2VSb,full,mp-1216413,28,3.6913,
Co2VSb,full,mp-4076,28,3.6913,
Co2VAs,full,mp-1207799,28,4.01,
Co2VP,full,mp-1101982,28,0.0001,
Co2MnAl,full,mp-13079,28,4.01,
Co2MnAl,full,mp-3623,28,4.01,
Co2MnAl,full,mp-1221642,28,4.01,
Co2MnSi,full,mp-961696,29,5.0,
Co2MnSi,full,mp-10365,29,5.0,
Co2MnSi,full,mp-13082,29,5.0,
Co2MnGe,full,mp-22289,29,5.0,
Co2MnGe,full,mp-19850,29,5.0,
Co2MnGe,full,mp-20565,29,5.0,
Co2MnGa,full,mp-21171,28,4.02,
Co2MnGa,full,mp-20160,28,4.02,
Co2MnGa,full,mp-623453,28,4.02,
Co2MnSn,full,mp-20840,29,5.01,
Co2MnSn,full,mp-22465,29,5.01,
Co2MnSn,full,mp-1206556,29,5.01,
Co2MnIn,full,mp-22276,28,4.46,
Co2MnSb,full,mp-570203,30,6.0,
Co2MnSb,full,mp-5396,30,6.0,
Co2MnSb,full,mp-13085,30,6.0,
Co2MnAs,full,mp-1102618,30,6.0,
Co2MnAs,full,mp-1017515,30,6.0,
Co2MnAs,full,mp-1221723,30,6.0,
Co2MnP,full,mp-1221741,30,6.0,
Co2MnP,full,mp-1221679,30,6.0,
Co2MnP,full,mp-20249,30,6.0,
Co2MnB,full,mp-1221661,28,4.02,
Co2MnB,full,mp-1221680,28,4.02,
Co2MnB,full,mp-1193450,28,4.02,
Co2ScAl,full,mp-862602,24,0.03,
Co2ScAl,full,mp-1219393,24,0.03,
Co2ScAl,full,mp-1209089,24,0.03,
Co2ScSi,full,mp-1024998,25,1.0,
Co2ScSi,full,mp-1103034,25,1.0,
Co2ScSi,full,mp-4131,25,1.0,
Co2ScGe,full,mp-21739,25,2.57,
Co2ScGe,full,mp-1095261,25,2.57,
Co2ScGe,full,mp-1208943,25,2.57,
Co2ScGa,full,mp-1025242,24,0.0001,
Co2ScGa,full,mp-1219518,24,0.0001,
Co2ScGa,full,mp-867915,24,0.0001,
Co2ScSn,full,mp-3791,25,1.05,
Co2ScSn,full,mp-1102101,25,1.05,
Co2ScSn,full,mp-1203372,25,1.05,
Co2ScIn,full,mp-1097281,24,0.0,
Co2ScIn,full,mp-1190710,24,0.0,
Co2ScIn,full,mp-1209292,24,0.0,
Co2ScSb,full,mp-1219380,26,2.01,
Co2ScP,full,mp-1195823,26,2.0,
Co2ScP,full,mp-1103160,26,2.0,
Co2ScP,full,mp-1191428,26,2.0,
Co2TaAl,full,mp-3340,26,2.0,
Co2TaAl,full,mp-1218035,26,2.0,
Co2TaSi,full,mp-1218046,27,3.0,
Co2TaSi,full,mp-1102650,27,3.0,
Co2TaSi,full,mp-1217775,27,3.0,
Co2TaGe,full,mp-1095502,27,3.0,
Co2TaGe,full,mp-1217780,27,3.0,
Co2TaGe,full,mp-672652,27,3.0,
Co2TaGa,full,mp-30555,26,2.0,
Co2TaGa,full,mp-1218121,26,2.0,
Co2NbAl,full,mp-5149,26,1.99,
Co2NbAl,full,mp-1220480,26,1.99,
Co2NbAl,full,mp-1220492,26,1.99,
Co2NbGa,full,mp-4364,26,2.0,
Co2NbGa,full,mp-1220716,26,2.0,
Co2NbSn,full,mp-1094088,27,1.98,
Co2NbSn,full,mp-4583,27,1.98,
Co2NbSn,full,mp-1220370,27,1.98,
Co2NbIn,full,mp-1097412,26,2.0,
Co2ZrAl,full,mp-1215357,25,0.99,
Co2ZrAl,full,mp-1215333,25,0.99,
Co2ZrAl,full,mp-3909,25,0.99,
Co2ZrSi,full,mp-1102565,26,2.0,
Co2ZrSi,full,mp-569344,26,2.0,
Co2ZrSi,full,mp-1198615,26,2.0,
Co2ZrGe,full,mp-1103148,26,2.0,
Co2ZrGe,full,mp-10359,26,2.0,
Co2ZrGe,full,mp-18135,26,2.0,
Co2ZrGa,full,mp-1215780,25,1.0,
Co2ZrGa,full,mp-1079246,25,1.0,
Co2ZrGa,full,mp-1188052,25,1.0,
Co2ZrSn,full,mp-30563,26,2.0,
Co2ZrSn,full,mp-22503,26,2.0,
Co2ZrSn,full,mp-1206072,26,2.0,
Fe2ScAl,full,mp-1219358,22,1.92,
Fe2ScAl,full,mp-3701,22,1.92,
Fe2ScAl,full,mp-1219472,22,1.92,
Fe2ScSi,full,mp-1199097,23,0.933,
Fe2ScSi,full,mp-22701,23,0.933,
Fe2ScSi,full,mp-30076,23,0.933,
Fe2ScGe,full,mp-9549,23,0.9044,
Fe2ScGe,full,mp-1201682,23,0.9044,
Fe2ScGe,full,mp-19739,23,0.9044,
Fe2ScGa,full,mp-11438,22,1.91,
Fe2ScGa,full,mp-1025241,22,1.91,
Fe2ScGa,full,mp-30701,22,1.91,
Fe2ScSn,full,mp-1103938,23,0.8989,
Fe2ScSb,full,mp-11201,24,0.0002,
Fe2ScP,full,mp-510133,24,0.0,
Fe2TiAl,full,mp-1217171,23,0.9442,
Fe2TiAl,full,mp-31187,23,0.9442,
Fe2TiAl,full,mp-1217020,23,0.9442,
Fe2TiGa,full,mp-636320,23,0.9086,
Fe2TiGa,full,mp-999059,23,0.9086,
Fe2TiIn,full,mp-998965,23,0.9466,
Fe2TiIn,full,mp-1018070,23,0.9466,
Fe2TiSi,full,mp-21662,24,0.0,
Fe2TiSi,full,mp-866141,24,0.0,
Fe2TiSi,full,mp-8648,24,0.0,
Fe2TiGe,full,mp-866375,24,0.0,
Fe2TiGe,full,mp-1208403,24,0.0,
Fe2TiGe,full,mp-1199430,24,0.0,
Fe2TiSn,full,mp-19963,24,0.0007,
Fe2TiSn,full,mp-22589,24,0.0007,
Fe2TiSn,full,mp-1208517,24,0.0007,
Fe2TiP,full,mp-1101870,25,1.0,
Fe2TiP,full,mp-1080486,25,1.0,
Fe2TiP,full,mp-1217193,25,1.0,
Fe2TiAs,full,mp-999002,25,1.0,
Fe2TiAs,full,mp-1095148,25,1.0,
Fe2TiSb,full,mp-998970,25,1.0022,
Fe2TiSb,full,mp-10755,25,1.0022,
Fe2TiSb,full,mp-30326,25,1.0022,
Fe2VAl,full,mp-1228827,24,0.0,
Fe2VAl,full,mp-1228804,24,0.0,
Fe2VAl,full,mp-1228816,24,0.0,
Fe2VGa,full,mp-21883,24,0.0,
Fe2VGa,full,mp-1216782,24,0.0,
Fe2VGa,full,mp-1216513,24,0.0,
Fe2VSi,full,mp-1216327,25,0.8056,
Fe2VSi,full,mp-4595,25,0.8056,
Fe2VSi,full,mp-1216581,25,0.8056,
Fe2VGe,full,mp-1216977,25,0.8652,
Fe2VSn,full,mp-636359,25,0.882,
Fe2VSn,full,mp-1216897,25,0.882,
Fe2VP,full,mp-1103605,26,0.0,
Fe2VAs,full,mp-1095040,26,0.0,
Fe2VAs,full,mp-1216338,26,0.0,
Fe2VSb,full,mp-567636,26,1.8343,
Fe2VSb,full,mp-1077808,26,1.8343,
Fe2VSb,full,mp-1071423,26,1.8343,
Fe2CrAl,full,mp-1228906,25,0.9978,
Fe2CrAl,full,mp-1096119,25,0.9978,
Fe2CrAl,full,mp-1228937,25,0.9978,
Fe2CrGa,full,mp-30570,25,1.0013,
Fe2CrGa,full,mp-1226220,25,1.0013,
Fe2CrGa,full,mp-1227222,25,1.0013,
Fe2CrSi,full,mp-1226256,26,2.0,
Fe2CrSi,full,mp-1226343,26,2.0,
Fe2CrSi,full,mp-1018068,26,2.0,
Fe2CrGe,full,mp-1226385,26,2.0,
Fe2CrSn,full,mp-1008226,26,2.0011,
Fe2CrP,full,mp-1226245,27,1.0625,
Fe2CrP,full,mp-21495,27,1.0625,
Fe2CrAs,full,mp-1206083,27,0.1825,
Fe2CrAs,full,mp-1226258,27,0.1825,
Fe2CrAs,full,mp-1226210,27,0.1825,
Fe2CrSb,full,mp-1008225,27,3.0,
Fe2CrSb,full,mp-1226216,27,3.0,
Fe2CrSb,full,mp-1226271,27,3.0,
Fe2MnAl,full,mp-1221620,26,0.0001,
Fe2MnAl,full,mp-31185,26,0.0001,
Fe2MnAl,full,mp-1093629,26,0.0001,
Fe2MnGa,full,mp-1097314,26,2.0329,
Fe2MnGa,full,mp-1065753,26,2.0329,
Fe2MnGa,full,mp-1018046,26,2.0329,
Fe2MnIn,full,mp-1221611,26,0.2034,
Fe2MnIn,full,mp-1206457,26,0.2034,
Fe2MnSi,full,mp-5529,27,3.0,
Fe2MnSi,full,mp-1221761,27,3.0,
Fe2MnSi,full,mp-1221619,27,3.0,
Fe2MnGe,full,mp-1018071,27,3.0081,
Fe2MnGe,full,mp-1093841,27,3.0081,
Fe2MnGe,full,mp-1206829,27,3.0081,
Fe2MnSn,full,mp-1221751,27,5.597,
Fe2MnP,full,mp-1221749,28,4.0,
Fe2MnP,full,mp-1101988,28,4.0,
Fe2MnP,full,mp-1221626,28,4.0,
Fe2MnAs,full,mp-4238,28,4.006,
Fe2MnAs,full,mp-505803,28,4.006,
Fe2MnAs,full,mp-1221780,28,4.006,
Fe2MnSb,full,mp-1221870,28,4.0661,
Fe2NiAl,full,mp-31186,29,4.5692,
Fe2NiAl,full,mp-1228910,29,4.5692,
Fe2NiAl,full,mp-867330,29,4.5692,
Fe2NiGa,full,mp-622990,29,4.7697,
Fe2NiGa,full,mp-1065359,29,4.7697,
Fe2NiGa,full,mp-1018074,29,4.7697,
Fe2NiIn,full,mp-1223864,29,5.1293,
Fe2NiIn,full,mp-1206345,29,5.1293,
Fe2NiIn,full,mp-1206342,29,5.1293,
Fe2NiSi,full,mp-1207121,30,4.6756,
Fe2NiSi,full,mp-1212682,30,4.6756,
Fe2NiSi,full,mp-1103705,30,4.6756,
Fe2NiGe,full,mp-1206550,30,4.8274,
Fe2NiGe,full,mp-1024972,30,4.8274,
Fe2NiGe,full,mp-1225094,30,4.8274,
Fe2NiSn,full,mp-1207152,30,4.9502,
Fe2NiSn,full,mp-1025011,30,4.9502,
Fe2NiSn,full,mp-1224846,30,4.9502,
Fe2NiP,full,mp-1080653,31,3.0197,
Fe2NiP,full,mp-571370,31,3.0197,
Fe2NiP,full,mp-1224771,31,3.0197,
Fe2NiAs,full,mp-1080824,31,5.5457,
Fe2NiAs,full,mp-1224728,31,5.5457,
Fe2NiAs,full,mp-1224951,31,5.5457,
Fe2NiSb,full,mp-1224810,31,5.3721,
Fe2NiSb,full,mp-1224908,31,5.3721,
Fe2NiSb,full,mp-1224765,31,5.3721,
Ni2ScAl,full,mp-12781,26,0.0,
Ni2ScAl,full,mp-10898,26,0.0,
Ni2ScAl,full,mp-1219369,26,0.0,
Ni2ScGa,full,mp-1219310,26,0.0,
Ni2ScGa,full,mp-11400,26,0.0,
Ni2ScGa,full,mp-11401,26,0.0,
Ni2ScIn,full,mp-21301,26,0.0,
Ni2ScIn,full,mp-1207011,26,0.0,
Ni2ScIn,full,mp-13416,26,0.0,
Ni2ScSi,full,mp-15605,27,0.0,
Ni2ScSi,full,mp-3129,27,0.0,
Ni2ScSi,full,mp-3587,27,0.0,
Ni2ScGe,full,mp-29802,27,0.0,
Ni2ScGe,full,mp-7066,27,0.0,
Ni2ScGe,full,mp-22490,27,0.0,
Ni2ScSn,full,mp-11808,27,0.0,
Ni2ScSn,full,mp-5186,27,0.0,
Ni2ScSn,full,mp-1078355,27,0.0,
Ni2ScP,full,mp-10240,28,0.0,
Ni2ScP,full,mp-961675,28,0.0,
Ni2ScP,full,mp-3084,28,0.0,
Ni2ScAs,full,mp-1104526,28,0.0,
Ni2ScSb,full,mp-3432,28,0.0,
Ni2TiAl,full,mp-1018016,27,0.0,
Ni2TiAl,full,mp-1187453,27,0.0,
Ni2TiAl,full,mp-1217197,27,0.0,
Ni2TiGa,full,mp-1216876,27,0.0,
Ni2TiGa,full,mp-30656,27,0.0,
Ni2TiGa,full,mp-30657,27,0.0,
Ni2TiIn,full,mp-20339,27,0.0,
Ni2TiIn,full,mp-1216917,27,0.0,
Ni2TiIn,full,mp-999076,27,0.0,
Ni2TiSi,full,mp-510409,28,0.0,
Ni2TiSi,full,mp-1208276,28,0.0,
Ni2TiSi,full,mp-18583,28,0.0,
Ni2TiGe,full,mp-16356,28,0.0,
Ni2TiGe,full,mp-961694,28,0.0,
Ni2TiGe,full,mp-1193680,28,0.0,
Ni2TiSn,full,mp-3740,28,0.0,
Ni2TiSn,full,mp-623646,28,0.0,
Ni2TiSn,full,mp-924130,28,0.0,
Ni2TiP,full,mp-1102188,29,0.0,
Ni2TiP,full,mp-505081,29,0.0,
Ni2TiAs,full,mp-1102086,29,0.0,
Ni2TiSb,full,mp-10261,29,0.0,
Ni2TiSb,full,mp-20952,29,0.0,
Ni2TiSb,full,mp-581712,29,0.0,
Ni2VAl,full,mp-1228840,28,0.0,
Ni2VAl,full,mp-10899,28,0.0,
Ni2VAl,full,mp-961650,28,0.0,
Ni2VGa,full,mp-30658,28,0.0,
Ni2VGa,full,mp-961690,28,0.0,
Ni2VGa,full,mp-1216351,28,0.0,
Ni2VSi,full,mp-1095532,29,0.2666,
Ni2VSi,full,mp-1216307,29,0.2666,
Ni2VSi,full,mp-504625,29,0.2666,
Ni2VGe,full,mp-1095536,29,0.9729,
Ni2VSn,full,mp-20864,29,0.8256,
Ni2VP,full,mp-1216521,30,0.0001,
Ni2VP,full,mp-1103470,30,0.0001,
Ni2VP,full,mp-1216512,30,0.0001,
Ni2VAs,full,mp-1101976,30,1.1153,
Ni2VSb,full,mp-1067900,30,1.7254,
Ni2VSb,full,mp-505599,30,1.7254,
Ni2VSb,full,mp-1216549,30,1.7254,
Ni2CrAl,full,mp-1228914,29,3.2235,
Ni2CrAl,full,mp-10885,29,3.2235,
Ni2CrAl,full,mp-1228985,29,3.2235,
Ni2CrIn,full,mp-1007991,29,3.5757,
Ni2CrSi,full,mp-1103085,30,2.785,
Ni2CrSi,full,mp-505629,30,2.785,
Ni2CrSi,full,mp-541940,30,2.785,
Ni2CrSn,full,mp-1226408,30,3.4658,
Ni2CrSn,full,mp-1226062,30,3.4658,
Ni2CrP,full,mp-1079966,31,2.7689,
Ni2CrP,full,mp-1101790,31,2.7689,
Ni2CrP,full,mp-1226323,31,2.7689,
Ni2CrAs,full,mp-4989,31,3.0505,
Ni2CrAs,full,mp-1226031,31,3.0505,
Ni2CrSb,full,mp-1018161,31,3.4429,
Ni2CrSb,full,mp-1226212,31,3.4429,
Ni2CrSb,full,mp-1226332,31,3.4429,
Ni2MnAl,full,mp-1221740,30,4.0646,
Ni2MnAl,full,mp-4922,30,4.0646,
Ni2MnAl,full,mp-1221656,30,4.0646,
Ni2MnGa,full,mp-604537,30,4.0599,
Ni2MnGa,full,mp-1206407,30,4.0599,
Ni2MnGa,full,mp-1222026,30,4.0599,
Ni2MnIn,full,mp-22731,30,4.2086,
Ni2MnSi,full,mp-567353,31,3.8367,
Ni2MnSi,full,mp-1210618,31,3.8367,
Ni2MnSi,full,mp-20949,31,3.8367,
Ni2MnGe,full,mp-22029,31,3.9532,
Ni2MnGe,full,mp-583202,31,3.9532,
Ni2MnGe,full,mp-21090,31,3.9532,
Ni2MnSn,full,mp-1221827,31,4.079,
Ni2MnSn,full,mp-1221821,31,4.079,
Ni2MnSn,full,mp-1221903,31,4.079,
Ni2MnP,full,mp-1063388,32,4.0858,
Ni2MnP,full,mp-1221804,32,4.0858,
Ni2MnP,full,mp-1102690,32,4.0858,
Ni2MnAs,full,mp-1103634,32,4.1546,
Ni2MnAs,full,mp-1079845,32,4.1546,
Ni2MnAs,full,mp-510613,32,4.1546,
Ni2MnSb,full,mp-22541,32,3.9848,
Ni2MnSb,full,mp-5124,32,3.9848,
Ni2MnSb,full,mp-1206364,32,3.9848,
Rh2TiAl,full,mp-866153,25,0.0,
Rh2TiAl,full,mp-1194450,25,0.0,
Rh2TiAl,full,mp-1217136,25,0.0,
Rh2TiGa,full,mp-567679,25,0.0,
Rh2TiGa,full,mp-866157,25,0.0,
Rh2TiGa,full,mp-1193834,25,0.0,
Rh2TiIn,full,mp-866170,25,0.0,
Rh2TiIn,full,mp-11073,25,0.0,
Rh2TiSi,full,mp-672645,26,0.0,
Rh2TiGe,full,mp-1208205,26,0.0,
Rh2TiGe,full,mp-1093752,26,0.0,
Rh2TiGe,full,mp-1187497,26,0.0,
Rh2TiSn,full,mp-1206684,26,0.0022,
Rh2TiSn,full,mp-1216641,26,0.0022,
Rh2TiSn,full,mp-865707,26,0.0022,
Rh2TiAs,full,mp-961718,27,0.0,
Rh2TiAs,full,mp-505540,27,0.0,
Rh2TiSb,full,mp-1206908,27,0.0,
Rh2TiSb,full,mp-16687,27,0.0,
Rh2VSi,full,mp-1100414,27,1.1145,
Rh2VGe,full,mp-1100423,27,1.1332,
Rh2VSn,full,mp-1100421,27,1.2745,
Rh2VSn,full,mp-1178762,27,1.2745,
Rh2VSn,full,mp-669918,27,1.2745,
Rh2VAs,full,mp-20395,28,1.2197,
Rh2VSb,full,mp-1100417,28,0.0,
Rh2CrGa,full,mp-1093844,27,3.0382,
Rh2CrGa,full,mp-1183690,27,3.0382,
Rh2CrGe,full,mp-961725,28,2.256,
Rh2CrSn,full,mp-1018066,28,2.7325,
Rh2CrSn,full,mp-1093756,28,2.7325,
Rh2CrSn,full,mp-1183708,28,2.7325,
Rh2CrAs,full,mp-15683,29,2.5823,
Rh2MnAl,full,mp-1221702,28,4.0755,
Rh2MnAl,full,mp-10894,28,4.0755,
Rh2MnGa,full,mp-1221872,28,4.1263,
Rh2MnGa,full,mp-1221629,28,4.1263,
Rh2MnGa,full,mp-864949,28,4.1263,
Rh2MnIn,full,mp-1221572,28,4.3626,
Rh2MnIn,full,mp-864968,28,4.3626,
Rh2MnSi,full,mp-1014005,29,4.6918,
Rh2MnSi,full,mp-22565,29,4.6918,
Rh2MnSi,full,mp-865015,29,4.6918,
Rh2MnGe,full,mp-18649,29,4.3881,
Rh2MnGe,full,mp-1079184,29,4.3881,
Rh2MnGe,full,mp-4664,29,4.3881,
Rh2MnSn,full,mp-4990,29,4.7673,
Rh2MnP,full,mp-1079405,30,4.0753,
Rh2MnAs,full,mp-567856,30,4.2482,
Rh2MnAs,full,mp-1180259,30,4.2482,
Rh2MnAs,full,mp-20207,30,4.2482,
Rh2MnSb,full,mp-568891,30,4.7785,
Rh2MnSb,full,mp-4846,30,4.7785,
Rh2MnSb,full,mp-568983,30,4.7785,
Rh2FeAl,full,mp-1096451,29,4.2859,
Rh2FeAl,full,mp-1261855,29,4.2859,
Rh2FeAl,full,mp-1183147,29,4.2859,
Rh2FeGa,full,mp-865170,29,4.2503,
Rh2FeIn,full,mp-1184829,29,4.2259,
Rh2FeIn,full,mp-1096551,29,4.2259,
Rh2FeSn,full,mp-1097141,30,3.9303,
Rh2FeSn,full,mp-1018062,30,3.9303,
Rh2FeSn,full,mp-1184221,30,3.9303,
Rh2FeP,full,mp-1224852,31,3.4132,
Rh2FeAs,full,mp-1225105,31,3.6887,
